country_code,city_name,ascii_name,alt_names,latitude,longitude,iana_timezone,utc_offset_minutes,utc_offset_label
DK,Esbjerg,Esbjerg,EBJ|EKEB,55.525942,8.553403,Europe/Copenhagen,120,UTC+02:00
VE,Puerto Ayacucho,Puerto Ayacucho,PYH|SVPA,5.619992,-67.606103,America/Caracas,-240,UTC-04:00
DO,Constanza,Constanza,COZ|MDCZ,18.907626,-70.719852,America/Santo_Domingo,-240,UTC-04:00
CA,Kimmirut Lake Harbour,Kimmirut Lake Harbour,CYLC|YLC,62.85,-69.8833,America/Iqaluit,-240,UTC-04:00
NL,Breda,Breda,QRZ,51.595,4.78,Europe/Amsterdam,120,UTC+02:00
CD,Bukavu,Bukavu,BKY|FZMA,-2.308978,28.808803,Africa/Lubumbashi,120,UTC+02:00
GB,Chester,Chester,CEG|EGNR,53.178056,-2.977778,Europe/London,60,UTC+01:00
NP,Surkhet,Surkhet,SKH|VNSK,28.586,81.636,Asia/Kathmandu,345,UTC+05:45
YE,Qishn,Qishn,IHN,15.417,51.683,Asia/Aden,180,UTC+03:00
AU,Hamilton,Hamilton,HLT|YHML,-37.648889,142.065278,Australia/Melbourne,600,UTC+10:00
US,"Austin, Texas","Austin, Texas",AUS|KAUS,30.194528,-97.669889,America/Chicago,-300,UTC-05:00
BR,Maringa,Maringa,MGF|SBMG,-23.476392,-52.016406,America/Sao_Paulo,-180,UTC-03:00
BE,Antwerpen,Antwerpen,ANR|EBAW|ZAY|ZWE|ZYZ,51.189444,4.460278,Europe/Brussels,120,UTC+02:00
FR,Montlucon,Montlucon,LFLT|MCU,46.352525,2.570486,Europe/Paris,120,UTC+02:00
AU,Leigh Creek,Leigh Creek,LGH,-30.59833,138.42583,Australia/Adelaide,570,UTC+09:30
US,"Kamuela, Hawaii","Kamuela, Hawaii",MUE|PHMU,20.001328,-155.668108,Pacific/Honolulu,-600,UTC-10:00
CN,Wuxi,Wuxi,WUB|WUX|ZSWX,31.4944,120.429,Asia/Shanghai,480,UTC+08:00
BR,Novo Aripuana,Novo Aripuana,NVP|SWNA,-5.121389,-60.380556,America/Manaus,-240,UTC-04:00
SS,Wau,Wau,HSWW|WUU,7.725,27.98,Africa/Juba,120,UTC+02:00
US,"Medford, Oregon","Medford, Oregon",KMFR|MFR,42.374228,-122.8735,America/Los_Angeles,-420,UTC-07:00
NP,Phaplu,Phaplu,PPL|VNPL,27.517,86.6,Asia/Kathmandu,345,UTC+05:45
CA,London,London,CYXU|XDQ|YXU,43.033056,-81.151111,America/Toronto,-240,UTC-04:00
US,"Grand Rapids, Minnesota","Grand Rapids, Minnesota",GPZ|KGPZ,47.211111,-93.509722,America/Chicago,-300,UTC-05:00
CO,Quibdo,Quibdo,SKUI|UIB,5.690758,-76.641181,America/Bogota,-300,UTC-05:00
CA,Vancouver,Vancouver,CAQ3|CXH|CYVR|CZBB|YDT|YVR,49.193889,-123.184444,America/Vancouver,-420,UTC-07:00
US,"Wendover, Utah","Wendover, Utah",ENV|KENV,40.718694,-114.030889,America/Denver,-360,UTC-06:00
IR,Ramsar,Ramsar,OINR|RZR,36.909908,50.679589,Asia/Tehran,210,UTC+03:30
LY,Beida,Beida,HLLQ|LAQ,32.788673,21.964333,Africa/Tripoli,120,UTC+02:00
US,"Elko, Nevada","Elko, Nevada",EKO|KEKO,40.8249,-115.792,America/Los_Angeles,-420,UTC-07:00
NG,Benin City,Benin City,BNI|DNBE,6.316981,5.599503,Africa/Lagos,60,UTC+01:00
TH,Sukhothai,Sukhothai,THS|VTPO,17.237992,99.818183,Asia/Bangkok,420,UTC+07:00
RU,Magadan,Magadan,GDX|UHMM,59.910989,150.720439,Asia/Magadan,660,UTC+11:00
AU,Horn Island Qld,Horn Island Qld,HID|YHID,-10.5864,142.29,Australia/Brisbane,600,UTC+10:00
AU,Shepparton,Shepparton,SHT|YSHT,-36.428902,145.393005,Australia/Melbourne,600,UTC+10:00
US,"Alakanuk, Alaska","Alakanuk, Alaska",AUK|PAUK,62.68,-164.66,America/Nome,-480,UTC-08:00
TW,Hengchun,Hengchun,HCN|RCKW,22.041075,120.730208,Asia/Taipei,480,UTC+08:00
US,"New Bedford, Massachusetts","New Bedford, Massachusetts",EWB|KEWB,41.6761,-70.9569,America/New_York,-240,UTC-04:00
US,"Quantico, Virginia","Quantico, Virginia",KNYG|NYG,38.501683,-77.305333,America/New_York,-240,UTC-04:00
CA,Pakuashipi,Pakuashipi,CYIF|YIF,51.2117,-58.6583,America/Blanc-Sablon,-240,UTC-04:00
US,"Stuart, Florida","Stuart, Florida",KSUA|SUA,27.1816996,-80.221294,America/New_York,-240,UTC-04:00
CN,Wuhu,Wuhu,WHA,31.104444,118.667222,Asia/Shanghai,480,UTC+08:00
RO,Cluj Napoca,Cluj Napoca,CLJ|LRCL,46.785167,23.686167,Europe/Bucharest,180,UTC+03:00
RU,Kodinsk,Kodinsk,KNY,58.478978,99.101872,Asia/Krasnoyarsk,420,UTC+07:00
PF,Atuona,Atuona,AUQ|NTMN,-9.768794,-139.011256,Pacific/Marquesas,-570,UTC-09:30
GR,Kasos Island,Kasos Island,KSJ|LGKS,35.421358,26.910047,Europe/Athens,180,UTC+03:00
TN,Tunis,Tunis,DTTA|TUN,36.851033,10.227217,Africa/Tunis,60,UTC+01:00
IR,Tabriz,Tabriz,OITT|TBZ,38.133889,46.235,Asia/Tehran,210,UTC+03:30
US,"Rock Hill, South Carolina","Rock Hill, South Carolina",KUZA|RKH,34.9878,-81.0572,America/New_York,-240,UTC-04:00
AU,Saibai Island,Saibai Island,SBR|YSII,-9.37833,142.625,Australia/Brisbane,600,UTC+10:00
CA,Kuujjuaq,Kuujjuaq,CYVP|YVP,58.096111,-68.426944,America/Montreal,-240,UTC-04:00
GR,Skiathos,Skiathos,JSI|LGSK,39.1771,23.503675,Europe/Athens,180,UTC+03:00
PG,Kikori,Kikori,AYKK|KRI,-7.42438,144.25,Pacific/Port_Moresby,600,UTC+10:00
EG,Hurghada,Hurghada,HEGN|HRG,27.178317,33.799436,Africa/Cairo,180,UTC+03:00
NE,Zinder,Zinder,DRZR|ZND,13.778997,8.983761,Africa/Niamey,60,UTC+01:00
CA,Dease Lake,Dease Lake,CYDL|YDL,58.422222,-130.032222,America/Vancouver,-420,UTC-07:00
NO,Orsta Volda,Orsta Volda,ENOV|HOV,62.18,6.0742,Europe/Oslo,120,UTC+02:00
LU,Luxembourg,Luxembourg,ELLX|LUX,49.626575,6.211517,Europe/Luxembourg,120,UTC+02:00
AU,Grafton,Grafton,GFN|YGFN,-29.7594,153.03,Australia/Sydney,600,UTC+10:00
BR,Vitoria Da Conquista,Vitoria Da Conquista,SBQV|VDC,-14.862761,-40.863106,America/Bahia,-180,UTC-03:00
CO,Bogota,Bogota,BOG|SKBO,4.701594,-74.146947,America/Bogota,-300,UTC-05:00
IT,Siena,Siena,LIQS|SAY,43.256286,11.255036,Europe/Rome,120,UTC+02:00
CN,Tianjin,Tianjin,TSN|ZBTJ,39.124353,117.346183,Asia/Shanghai,480,UTC+08:00
FJ,Vatulele,Vatulele,VTF,-18.51148,177.63755,Pacific/Fiji,720,UTC+12:00
IT,Alghero,Alghero,AHO|LIEA,40.632133,8.290772,Europe/Rome,120,UTC+02:00
US,"Homestead, Florida","Homestead, Florida",HST|KHST,25.48855,-80.383567,America/New_York,-240,UTC-04:00
RO,Baia Mare,Baia Mare,BAY|LRBM,47.658389,23.470022,Europe/Bucharest,180,UTC+03:00
MA,Oujda,Oujda,GMFO|OUD,34.78715,-1.923986,Africa/Casablanca,60,UTC+01:00
US,"Ocala, Florida","Ocala, Florida",KOCF|OCF,29.1725,-82.224167,America/New_York,-240,UTC-04:00
US,"Teterboro, New Jersey","Teterboro, New Jersey",KTEB|TEB,40.850103,-74.060837,America/New_York,-240,UTC-04:00
PK,Mohenjodaro,Mohenjodaro,MJD|OPMJ,27.335156,68.143053,Asia/Karachi,300,UTC+05:00
IN,Rajkot,Rajkot,HSR|RAJ|VAHS|VARK,22.309183,70.779525,Asia/Kolkata,330,UTC+05:30
TN,Sfax,Sfax,DTTX|SFA,34.717953,10.690972,Africa/Tunis,60,UTC+01:00
MN,Moron,Moron,MXV|ZMMN,49.6633,100.099,Asia/Ulaanbaatar,480,UTC+08:00
BR,Pirassununga,Pirassununga,QPS|SBYS,-21.984561,-47.334764,America/Sao_Paulo,-180,UTC-03:00
BR,Manaus,Manaus,MAO|SBEG,-3.038611,-60.049721,America/Manaus,-240,UTC-04:00
FR,Frejus,Frejus,FRJ|LFTU,43.416667,6.733333,Europe/Paris,120,UTC+02:00
AF,Bost,Bost,BST|OABT,31.558889,64.364167,Asia/Kabul,270,UTC+04:30
CN,Nanchong,Nanchong,NAO|ZUNC,30.754,106.062,Asia/Chongqing,480,UTC+08:00
AU,Paraburdoo,Paraburdoo,PBO|YPBO,-23.1711,117.745,Australia/Perth,480,UTC+08:00
CA,Hartley Bay,Hartley Bay,YTB,0.0,0.0,America/Vancouver,-420,UTC-07:00
CN,Yibin,Yibin,YBP|ZUYB,28.800278,104.544444,Asia/Chongqing,480,UTC+08:00
JO,Aqaba,Aqaba,AQJ|OJAQ,29.611619,35.018067,Asia/Amman,180,UTC+03:00
IT,Aviano,Aviano,AVB|LIPA,46.031889,12.596472,Europe/Rome,120,UTC+02:00
PG,Goroka,Goroka,AYGA|GKA,-6.081689,145.391881,Pacific/Port_Moresby,600,UTC+10:00
RU,Nizhnekamsk,Nizhnekamsk,NBC|UWKE,55.564936,52.105945,Europe/Moscow,180,UTC+03:00
US,"Yuma, Arizona","Yuma, Arizona",KYUM|YUM,32.656578,-114.60598,America/Phoenix,-420,UTC-07:00
US,"Douglas, Arizona","Douglas, Arizona",DUG|KDUG,31.469028,-109.603667,America/Phoenix,-420,UTC-07:00
ID,Oksibil,Oksibil,OKL,-5.09106,140.61,Asia/Jayapura,540,UTC+09:00
JP,Rebun,Rebun,RBJ,45.45,141.03333,Asia/Tokyo,540,UTC+09:00
AR,Jujuy,Jujuy,JUJ|SASJ,-24.392778,-65.097778,America/Argentina/Jujuy,-180,UTC-03:00
US,"Honolulu, Hawaii","Honolulu, Hawaii",HIK|HNL|PHNL,21.318681,-157.922428,Pacific/Honolulu,-600,UTC-10:00
ID,Natuna Ranai,Natuna Ranai,NTX|WION,3.908714,108.387897,Asia/Jakarta,420,UTC+07:00
ZW,Bulawayo,Bulawayo,BUQ|FVBU,-20.017431,28.617869,Africa/Harare,120,UTC+02:00
CA,York Landing,York Landing,CZAC|ZAC,56.0894,-96.0892,America/Winnipeg,-300,UTC-05:00
NZ,Coromandel,Coromandel,CMV,-36.7917,175.509,Pacific/Auckland,720,UTC+12:00
US,"Bainbridge, Georgia","Bainbridge, Georgia",BGE|KBGE,30.9715981,-84.6369278,America/New_York,-240,UTC-04:00
NO,Roros,Roros,ENRO|RRS,62.578411,11.342347,Europe/Oslo,120,UTC+02:00
US,"Amarillo, Texas","Amarillo, Texas",AMA|KAMA,35.219369,-101.705931,America/Chicago,-300,UTC-05:00
US,"Norwood, Massachusetts","Norwood, Massachusetts",KOWD|OWD,42.1905278,-71.1729444,America/New_York,-240,UTC-04:00
NO,Stord,Stord,ENSO|SRP,59.791925,5.34085,Europe/Oslo,120,UTC+02:00
GF,Saul,Saul,SOOS|XAU,3.61361,-53.2042,America/Cayenne,-180,UTC-03:00
US,"Manley Hot Spring, Alaska","Manley Hot Spring, Alaska",MLY|PAML,64.9975,-150.644167,America/Anchorage,-480,UTC-08:00
US,"Block Island, Rhode Island","Block Island, Rhode Island",BID|KBID,41.168056,-71.577778,America/New_York,-240,UTC-04:00
VU,Mota Lava,Mota Lava,MTV|NVSA,-13.666,167.712,Pacific/Efate,660,UTC+11:00
NZ,Nelson,Nelson,NSN|NZNS,-41.298333,173.221111,Pacific/Auckland,720,UTC+12:00
CN,Qingdao,Qingdao,0|TAO|ZSQD,36.361944,120.088333,Asia/Shanghai,480,UTC+08:00
AU,Garden Point,Garden Point,GPN,-11.4025,130.422,Australia/Darwin,570,UTC+09:30
SB,Tulagi Island,Tulagi Island,TLG|TREU,49.04,11.081944,Pacific/Guadalcanal,660,UTC+11:00
CO,Necocli,Necocli,NCI,8.45,-76.7833,America/Bogota,-300,UTC-05:00
US,"Renton, Washington","Renton, Washington",KRNT|RNT,47.4931389,-122.21575,America/Los_Angeles,-420,UTC-07:00
CO,Ibague,Ibague,IBE|SKIB,4.421608,-75.1333,America/Bogota,-300,UTC-05:00
TM,Dashoguz,Dashoguz,TAZ|UTAT,41.764722,59.833056,Asia/Ashgabat,300,UTC+05:00
FI,Kokkola Pietarsaa,Kokkola Pietarsaa,EFKK|KOK,63.721172,23.143131,Europe/Helsinki,180,UTC+03:00
FJ,Nadi,Nadi,NAN|NFFN,-17.755392,177.443378,Pacific/Fiji,720,UTC+12:00
GR,Leros,Leros,LGLE|LRS,37.184903,26.800289,Europe/Athens,180,UTC+03:00
KZ,Almaty,Almaty,ALA|UAAA,43.352072,77.040508,Asia/Qyzylorda,300,UTC+05:00
GP,Saint Martin,Saint Martin,SFG|TFFG,18.099914,-63.047197,America/Lower_Princes,-240,UTC-04:00
IR,Ahwaz,Ahwaz,AWZ|OIAW,31.337431,48.76195,Asia/Tehran,210,UTC+03:30
US,"Port Protection, Alaska","Port Protection, Alaska",PPV,56.328889,-133.61,America/Anchorage,-480,UTC-08:00
US,"Ely, Nevada","Ely, Nevada",ELY|KELY,39.299722,-114.841944,America/Los_Angeles,-420,UTC-07:00
ID,Tembagapura,Tembagapura,TIM|WABP,-4.528275,136.887375,Asia/Jayapura,540,UTC+09:00
SA,Jouf,Jouf,AJF|OESK,29.785133,40.100006,Asia/Riyadh,180,UTC+03:00
CA,Arctic Bay,Arctic Bay,CJX7|YAB,73.006389,-85.047222,America/Rankin_Inlet,-300,UTC-05:00
PG,Asapa,Asapa,APP,0.0,0.0,Asia/Vladivostok,600,UTC+10:00
US,"Danville, Virginia","Danville, Virginia",DAN,36.57432,-79.33978,America/New_York,-240,UTC-04:00
US,"Atka, Alaska","Atka, Alaska",AKB|PAAK,52.220278,-174.206389,America/Adak,-540,UTC-09:00
NG,Ilorin,Ilorin,DNIL|ILR,8.440211,4.493919,Africa/Lagos,60,UTC+01:00
GB,Isle Of Man,Isle Of Man,EGNS|IOM,54.083333,-4.623889,Europe/Isle_of_Man,60,UTC+01:00
NC,Noumea,Noumea,GEA|NOU|NWWM|NWWW,-22.014553,166.212972,Pacific/Noumea,660,UTC+11:00
VN,Tamky,Tamky,TMK,27.052222,86.861944,Asia/Jakarta,420,UTC+07:00
CK,Manihiki Island,Manihiki Island,MHX|NCMH,-10.3767,-161.002,Pacific/Rarotonga,-600,UTC-10:00
FI,Oulu,Oulu,EFOU|OUL,64.930061,25.354564,Europe/Helsinki,180,UTC+03:00
ME,Podgorica,Podgorica,LYPG|TGD,42.359392,19.251894,Europe/Podgorica,120,UTC+02:00
US,"Oceana, Virginia","Oceana, Virginia",KNTU|NTU,36.820703,-76.033542,America/New_York,-240,UTC-04:00
US,"Fort Bragg, North Carolina","Fort Bragg, North Carolina",FBG|KPOB|POB,38.298416,-77.456875,America/New_York,-240,UTC-04:00
CG,Sibiti,Sibiti,SIB,45.4649,24.053,Africa/Brazzaville,60,UTC+01:00
CU,La Coloma,La Coloma,LCL|MULM,22.336261,-83.642111,America/Havana,-240,UTC-04:00
GB,Exeter,Exeter,EGTE|EXS|EXT,50.734444,-3.413889,Europe/London,60,UTC+01:00
MT,Gozo,Gozo,GZM|LMMG,36.027222,14.272778,Europe/Malta,120,UTC+02:00
CK,Penrhyn Island,Penrhyn Island,NCPY|PYE,-9.00667,-158.037,Pacific/Rarotonga,-600,UTC-10:00
BF,Bogande,Bogande,XBG,48.329498,-70.995697,Africa/Ouagadougou,0,UTC+00:00
IN,Goa,Goa,GOI|GOX|VAGO,15.380833,73.831422,Asia/Kolkata,330,UTC+05:30
CI,Odienne,Odienne,KEO,9.5,-7.56667,Africa/Abidjan,0,UTC+00:00
FR,Limoges,Limoges,LFBL|LIG,45.862778,1.179444,Europe/Paris,120,UTC+02:00
US,"Hartford, CT","Hartford, CT",BDL|BNH|HFD|KBDL|KHFD|ZRT,41.736722,-72.649444,America/New_York,-240,UTC-04:00
CA,Kangirsuk,Kangirsuk,CYAS|YKG,60.0272,-69.9992,America/Montreal,-240,UTC-04:00
GN,Labe,Labe,GULB|LEK,11.326058,-12.28685,Africa/Conakry,0,UTC+00:00
US,"Hopkinsville, Kentucky","Hopkinsville, Kentucky",HOP|KHOP,36.668567,-87.496183,America/Chicago,-300,UTC-05:00
KR,Daegu,Daegu,RKTN|TAE|XDK,35.894108,128.658856,Asia/Seoul,540,UTC+09:00
SO,Bossaso,Bossaso,BSA|HCMF,11.2753,49.1494,Africa/Mogadishu,180,UTC+03:00
YE,Albuq,Albuq,BUK,0.0,0.0,Asia/Riyadh,180,UTC+03:00
BR,Toledo,Toledo,SBTD|TOW,-24.6863,-53.6975,America/Sao_Paulo,-180,UTC-03:00
PL,Rzeszow,Rzeszow,EPRZ|RZE,50.109958,22.019,Europe/Warsaw,120,UTC+02:00
US,"Lone Rock, Wisconsin","Lone Rock, Wisconsin",KLNR|LNR,43.211667,-90.181667,America/Chicago,-300,UTC-05:00
MY,Long Akah,Long Akah,LKH|WBGL,3.3,114.783,Asia/Kuching,480,UTC+08:00
US,"Janesville, WI","Janesville, WI",JVL|KJVL,42.62025,-89.0415556,America/Chicago,-300,UTC-05:00
CA,Victoria,Victoria,CYWH|CYYJ|YWH|YYJ,48.646944,-123.425833,America/Vancouver,-420,UTC-07:00
IT,Turin,Turin,ITT|LIMF|TPY|TRN|ZTC,45.200761,7.649631,Europe/Rome,120,UTC+02:00
US,"Sugar Land, Texas","Sugar Land, Texas",KSGR|SGR,29.62225,-95.6565278,America/Chicago,-300,UTC-05:00
US,"Saint Augustine, Florida","Saint Augustine, Florida",KSGJ|UST,29.959167,-81.339722,America/New_York,-240,UTC-04:00
CA,Cape Dorset,Cape Dorset,CYTE|YTE,64.23,-76.526667,America/Iqaluit,-240,UTC-04:00
US,"Kwethluk, Alaska","Kwethluk, Alaska",KWT|PFKW,60.790278,-161.443611,America/Anchorage,-480,UTC-08:00
KR,Osan,Osan,OSN|RKSO,37.090617,127.029594,Asia/Seoul,540,UTC+09:00
NP,Lukla,Lukla,LUA|VNLK,27.687778,86.731389,Asia/Kathmandu,345,UTC+05:45
US,"Safford, Arizona","Safford, Arizona",KSAD|SAD,32.8533333,-109.6350833,America/Phoenix,-420,UTC-07:00
CA,Uranium City,Uranium City,CYBE|YBE,59.5614,-108.481,America/Regina,-360,UTC-06:00
GY,Imbaimadai,Imbaimadai,IMB|SYIB,5.69252,-60.28198,America/Guyana,-240,UTC-04:00
AU,Mount Gambier,Mount Gambier,MGB|YMTG,-37.7456,140.785,Australia/Adelaide,570,UTC+09:30
IR,Gorgan,Gorgan,GBT|OING,36.909381,54.401339,Asia/Tehran,210,UTC+03:30
AU,Bussellton,Bussellton,BQB|YBLN,-33.687222,115.400278,Australia/Perth,480,UTC+08:00
NG,Jos,Jos,DNJO|JOS,9.639828,8.86905,Africa/Lagos,60,UTC+01:00
AU,Proserpine,Proserpine,PPP|YBPN,-20.495,148.552222,Australia/Brisbane,600,UTC+10:00
BQ,Saba Island,Saba Island,SAB|TNCS,17.645278,-63.220556,America/Kralendijk,-240,UTC-04:00
SE,Landskrona,Landskrona,ESML|JLD,55.944444,12.869444,Europe/Monaco,120,UTC+02:00
AU,Quirindi,Quirindi,UIR,-31.4906,150.51401,Australia/Sydney,600,UTC+10:00
MA,Al Hoceima,Al Hoceima,AHU|GMTA,35.177103,-3.839525,Africa/Casablanca,60,UTC+01:00
US,"Iron Mountain, Michigan","Iron Mountain, Michigan",IMT|KIMT,45.8183611,-88.1145556,America/Menominee,-300,UTC-05:00
SR,Stoelmans Eiland,Stoelmans Eiland,SMST|SMZ,4.35,-54.41667,America/Paramaribo,-180,UTC-03:00
CO,Cali,Cali,CLO|SKCL,3.543222,-76.381583,America/Bogota,-300,UTC-05:00
MY,Lahad Datu,Lahad Datu,LDU|WBKD,5.032247,118.324036,Asia/Kuching,480,UTC+08:00
SY,Palmyra,Palmyra,OSPR|PMS,34.557361,38.316889,Asia/Damascus,180,UTC+03:00
CA,Port Menier,Port Menier,CYPN|YPN,49.836389,-64.288611,America/Montreal,-240,UTC-04:00
SB,Atoifi,Atoifi,AGAT|ATD,-8.87333,161.011,Pacific/Guadalcanal,660,UTC+11:00
JP,Misawa,Misawa,MSJ|RJSM,40.703222,141.368364,Asia/Tokyo,540,UTC+09:00
BR,Gurupi,Gurupi,GRP|SWGI,-11.728889,-49.068889,America/Araguaina,-180,UTC-03:00
SE,Hudiksvall,Hudiksvall,ESNH|HUV,61.768092,17.080719,Europe/Stockholm,120,UTC+02:00
SC,Mahe Island,Mahe Island,FSIA|SEZ,-4.674342,55.521839,Indian/Mahe,240,UTC+04:00
UM,Johnston Island,Johnston Island,JON|PJON,16.7286,-169.534,Pacific/Johnston,-600,UTC-10:00
NC,Belep Island,Belep Island,BMY|NWWC,-19.7206,163.661,Pacific/Noumea,660,UTC+11:00
FR,Perigueux,Perigueux,LFBX|PGX,45.198055,0.815556,Europe/Paris,120,UTC+02:00
MG,Belo,Belo,BMD|FMML,-19.6867,44.5419,Indian/Antananarivo,180,UTC+03:00
MH,Ine Island,Ine Island,IMI,7.016667,171.483333,Pacific/Wallis,720,UTC+12:00
AU,Strahan,Strahan,SRN|YSRN,-42.155,145.292,Australia/Hobart,600,UTC+10:00
VE,El Tigre,El Tigre,ELX,-49.328889,-72.93,America/Caracas,-240,UTC-04:00
IR,Hamadan,Hamadan,HDM|OIHH,34.869167,48.5525,Asia/Tehran,210,UTC+03:30
AS,Pago Pago,Pago Pago,NSTU|PPG,-14.331,-170.7105,Pacific/Pago_Pago,-660,UTC-11:00
RO,Oradea,Oradea,LROD|OMR,47.025278,21.9025,Europe/Bucharest,180,UTC+03:00
JP,Miyazaki,Miyazaki,KMI|RJFM,31.877222,131.448611,Asia/Tokyo,540,UTC+09:00
AU,Lockhart River,Lockhart River,IRG|YLHR,-12.7869,143.305,Australia/Brisbane,600,UTC+10:00
LA,Pakse,Pakse,PKZ|VLPS,15.132053,105.781417,Asia/Vientiane,420,UTC+07:00
TR,Edremit Korfez,Edremit Korfez,EDO|LTFD,39.5546,27.0138,Europe/Istanbul,180,UTC+03:00
JM,Kingston,Kingston,KIN|KTP|MKJP|MKTP,17.935667,-76.7875,America/Jamaica,-300,UTC-05:00
SR,Botopasie,Botopasie,BTO,4.233333,-55.45,America/Argentina/San_Juan,-180,UTC-03:00
GB,Wick,Wick,EGPC|WIC,58.458889,-3.093056,Europe/London,60,UTC+01:00
NG,Port Harcourt,Port Harcourt,DNPO|PHC,5.015494,6.949594,Africa/Lagos,60,UTC+01:00
PF,Hao Island,Hao Island,HOI|NTTO,-18.074814,-140.945886,Pacific/Tahiti,-600,UTC-10:00
US,"Pocatello, Idaho","Pocatello, Idaho",KPIH|PIH,42.9098,-112.596,America/Boise,-360,UTC-06:00
TR,Elazig,Elazig,EZS|LTCA,38.606925,39.291417,Europe/Istanbul,180,UTC+03:00
ID,Dobo,Dobo,DOB,-5.77222,134.21201,Asia/Jayapura,540,UTC+09:00
ID,Senggo,Senggo,ZEG,-5.98333,139.367,Pacific/Gambier,-540,UTC-09:00
JP,Fukuoka,Fukuoka,FUK|RJFF,33.585942,130.450686,Asia/Tokyo,540,UTC+09:00
DO,El Portillo/Samana,El Portillo/Samana,EPS|MDAB,19.198586,-69.429772,America/Santo_Domingo,-240,UTC-04:00
FI,Rovaniemi,Rovaniemi,EFRO|RVN,66.564822,25.830411,Europe/Helsinki,180,UTC+03:00
ID,Poso,Poso,PSJ|WAMP,-1.416753,120.657669,Asia/Makassar,480,UTC+08:00
US,"Menominee, MI","Menominee, MI",KMNM|MNM,45.12665,-87.638443,America/Menominee,-300,UTC-05:00
MH,Ujae Island,Ujae Island,UJAP|UJE,8.92806,165.762,Pacific/Wallis,720,UTC+12:00
VU,South West Bay,South West Bay,NVSX|SWJ,-16.495,167.438,Pacific/Efate,660,UTC+11:00
ID,Moanamani,Moanamani,ONI,-3.9834,136.0833,Asia/Jayapura,540,UTC+09:00
US,"Marion, Illinois","Marion, Illinois",KMWA|MWA,37.7549569,-89.0110936,America/Chicago,-300,UTC-05:00
CN,Anshan,Anshan,AOG,41.105301,122.853996,Asia/Shanghai,480,UTC+08:00
US,"Fargo, ND","Fargo, ND",FAR|KFAR,46.92065,-96.8157639,America/Chicago,-300,UTC-05:00
US,"Miles City, Montana","Miles City, Montana",KMLS|MLS,46.428,-105.886,America/Denver,-360,UTC-06:00
FR,Cannes,Cannes,CEQ|JCA|LFMD,43.54205,6.953478,Europe/Paris,120,UTC+02:00
MG,Port Berge,Port Berge,FMNG|WPB,-15.583,47.617,Indian/Antananarivo,180,UTC+03:00
PG,Wanigela,Wanigela,AGL,-9.333,149.15,Asia/Vladivostok,600,UTC+10:00
VU,Olpoi,Olpoi,OLJ,0.0,0.0,Pacific/Efate,660,UTC+11:00
CA,Gods Narrows,Gods Narrows,CYGO|YGO,54.5589,-94.4914,America/Winnipeg,-300,UTC-05:00
US,"Gunnison, Colorado","Gunnison, Colorado",GUC|KGUC,38.533889,-106.933056,America/Denver,-360,UTC-06:00
TR,Erzincan,Erzincan,ERC|LTCD,39.710203,39.527003,Europe/Istanbul,180,UTC+03:00
DZ,Adrar,Adrar,AZR|DAUA,27.837589,-0.186414,Africa/Algiers,60,UTC+01:00
IS,Akureyri,Akureyri,AEY|BIAR,65.659994,-18.072703,Atlantic/Reykjavik,0,UTC+00:00
AU,Moruya,Moruya,MYA|YMRY,-35.8978,150.144,Australia/Sydney,600,UTC+10:00
CH,Altenrhein,Altenrhein,ACH|LSZR,47.485033,9.560775,Europe/Zurich,120,UTC+02:00
DK,Billund,Billund,BLL|EKBI,55.740322,9.151778,Europe/Copenhagen,120,UTC+02:00
NZ,Timaru,Timaru,NZTU|TIU,-44.302778,171.225278,Pacific/Auckland,720,UTC+12:00
US,"Kwigillingok, Alaska","Kwigillingok, Alaska",KWK|PAGG,59.876389,-163.168611,America/Anchorage,-480,UTC-08:00
GB,High Wycombe,High Wycombe,HYC,0.0,0.0,Europe/London,60,UTC+01:00
AU,Arrabury,Arrabury,AAB,0.0,0.0,Australia/Brisbane,600,UTC+10:00
ID,Naha,Naha,NAH|WAMH,3.683214,125.528019,Asia/Makassar,480,UTC+08:00
BZ,Sartaneja,Sartaneja,SJX,18.355556,-88.130833,America/Regina,-360,UTC-06:00
SI,Ljubljana,Ljubljana,LJLJ|LJR|LJU,46.223686,14.457611,Europe/Ljubljana,120,UTC+02:00
US,"Sandusky, Ohio","Sandusky, Ohio",KSKY|SKY,41.433361,-82.652333,America/New_York,-240,UTC-04:00
US,"Utopia Creek, Alaska","Utopia Creek, Alaska",PAIM|UTO,65.992794,-153.704289,America/Anchorage,-480,UTC-08:00
LT,Kaunas,Kaunas,EYKA|KUN,54.963919,24.084778,Europe/Vilnius,180,UTC+03:00
ES,Ciudad Real,Ciudad Real,CQM|LERL|XJI,38.856389,-3.97,Europe/Madrid,120,UTC+02:00
US,"Egegik, Alaska","Egegik, Alaska",EGX|PAII,58.185556,-157.375556,America/Anchorage,-480,UTC-08:00
PH,Tandag,Tandag,RPMW|TDG,9.07211,126.171,Asia/Manila,480,UTC+08:00
CA,Gorge Harbor,Gorge Harbor,CYGE|YGE,51.2992,-116.982,America/Vancouver,-420,UTC-07:00
US,"Alpena, Michigan","Alpena, Michigan",APN|KAPN,45.0781,-83.5603,America/Detroit,-240,UTC-04:00
