country_code,city_name,ascii_name,alt_names,latitude,longitude,iana_timezone,utc_offset_minutes,utc_offset_label
BR,Caldas Novas,Caldas Novas,CLV|SBCN,-17.7267,-48.6114,America/Sao_Paulo,-180,UTC-03:00
IS,Grimsey,Grimsey,BIGR|GRY,66.5547,-18.0175,Atlantic/Reykjavik,0,UTC+00:00
SE,Stockholm,Stockholm,ARN|BMA|ESKN|ESOW|ESSA|ESSB|NYO|VST,59.354372,17.94165,Europe/Stockholm,120,UTC+02:00
US,"Fayetteville, Arkansas","Fayetteville, Arkansas",FYV|KFYV|KXNA|XNA,36.005094,-94.170059,America/Chicago,-300,UTC-05:00
US,"Fort Wayne, IN","Fort Wayne, IN",FWA|KFWA|KSMD|SMD,40.978472,-85.195139,America/Indiana/Indianapolis,-240,UTC-04:00
CA,Cornwall,Cornwall,CYCC|YCC,45.092778,-74.567778,America/Toronto,-240,UTC-04:00
AU,Esperance,Esperance,EPR|YESP,-33.6844,121.823,Australia/Perth,480,UTC+08:00
PH,Legaspi,Legaspi,LGP|RPLP,13.157064,123.746247,Asia/Manila,480,UTC+08:00
IN,Khajuraho,Khajuraho,HJR|VAKJ,24.817197,79.918597,Asia/Kolkata,330,UTC+05:30
CO,San Vicente,San Vicente,SKSV|SVI,2.152175,-74.76635,America/Bogota,-300,UTC-05:00
KR,Jinju,Jinju,HIN|RKPS,35.088543,128.07037,Asia/Seoul,540,UTC+09:00
TN,Tozeur,Tozeur,DTTZ|TOE,33.939722,8.110556,Africa/Tunis,60,UTC+01:00
AU,Albany,Albany,ALH|YABA,-34.9433,117.809,Australia/Perth,480,UTC+08:00
US,"Shreveport, Louisiana","Shreveport, Louisiana",BAD|KBAD|KSHV|SHV,32.446629,-93.8256,America/Chicago,-300,UTC-05:00
CA,Red Lake,Red Lake,CYRL|YRL,51.0669,-93.7931,America/Winnipeg,-300,UTC-05:00
CO,Buenaventura,Buenaventura,BUN|SKBU,3.819628,-76.989767,America/Bogota,-300,UTC-05:00
AR,San Martin De Los Andes,San Martin De Los Andes,CPC|SAZY,-40.075383,-71.137294,America/Argentina/Salta,-180,UTC-03:00
GL,Kangaamiut,Kangaamiut,EBKT|QKT,50.817222,3.204722,America/Montevideo,-180,UTC-03:00
US,"Lake Geneva, Wisconsin","Lake Geneva, Wisconsin",XES,42.6149167,-88.3895833,America/Chicago,-300,UTC-05:00
BR,Franca,Franca,FRC|SIMK,-20.538611,-47.400833,America/Sao_Paulo,-180,UTC-03:00
GR,Limnos,Limnos,LGLM|LXS,39.917072,25.236308,Europe/Athens,180,UTC+03:00
US,"Kelso, Washington","Kelso, Washington",KKLS|KLS,46.118,-122.898389,America/Los_Angeles,-420,UTC-07:00
US,"Lake Minchumina, Alaska","Lake Minchumina, Alaska",LMA,0.0,0.0,America/Anchorage,-480,UTC-08:00
PE,Chiclayo,Chiclayo,CIX|SPHI,-6.787475,-79.828097,America/Lima,-300,UTC-05:00
CA,Moncton,Moncton,CYQM|YQM,46.112221,-64.678611,America/Moncton,-180,UTC-03:00
CA,Winnipeg,Winnipeg,CYWG|YWG,49.910036,-97.239886,America/Winnipeg,-300,UTC-05:00
CA,Fort Hope,Fort Hope,CYFH|YFH,51.5619,-87.9078,America/Toronto,-240,UTC-04:00
NI,Bonanza,Bonanza,BZA|MNBZ,14.041667,-84.630556,America/Managua,-360,UTC-06:00
PA,Rio Sidra,Rio Sidra,RSI,8.966667,-80.333336,America/Panama,-300,UTC-05:00
AU,Chinchilla,Chinchilla,CCL|YCCA,-26.769444,150.616667,Australia/Brisbane,600,UTC+10:00
US,"Rosario, Washington","Rosario, Washington",RSJ,48.645556,-122.868056,America/Detroit,-240,UTC-04:00
US,"Akutan, Alaska","Akutan, Alaska",KQA,54.1325,-165.785,America/Anchorage,-480,UTC-08:00
SB,Afutara,Afutara,AFT|AGAF,-9.183056,160.949722,Pacific/Guadalcanal,660,UTC+11:00
PE,Talara,Talara,SPYL|TYL,-4.576639,-81.254139,America/Lima,-300,UTC-05:00
SI,Maribor,Maribor,LJMB|MBX|MSB,46.479861,15.686131,Europe/Ljubljana,120,UTC+02:00
HR,Zagreb,Zagreb,LDZA|ZAG|ZGC,45.742931,16.068778,Europe/Zagreb,120,UTC+02:00
RU,Okha,Okha,OHH,53.583333,142.933333,Asia/Sakhalin,660,UTC+11:00
CO,Puerto Leguizamo,Puerto Leguizamo,LQM|SKLG,-0.18,-74.77,America/Bogota,-300,UTC-05:00
RU,Kursk,Kursk,URS|UUOK,51.7506,36.2956,Europe/Moscow,180,UTC+03:00
DZ,Mascara,Mascara,DAOV|MUW,35.207725,0.147142,Africa/Algiers,60,UTC+01:00
AR,Perito Moreno,Perito Moreno,PMQ|SAWP,-46.537911,-70.978689,America/Argentina/Rio_Gallegos,-180,UTC-03:00
LV,Daugavpils,Daugavpils,DGP,0.0,0.0,Europe/Riga,180,UTC+03:00
RU,Yakutsk,Yakutsk,UEEE|YKS,62.09325,129.770672,Asia/Yakutsk,540,UTC+09:00
GB,Campbeltown,Campbeltown,CAL|EGEC,55.4372,-5.68639,Europe/London,60,UTC+01:00
AU,Wagga Wagga,Wagga Wagga,WGA|YSWG,-35.165278,147.466389,Australia/Sydney,600,UTC+10:00
RU,Chita,Chita,HTA|UIAA,52.026317,113.305556,Asia/Yakutsk,540,UTC+09:00
NZ,Hamilton,Hamilton,HLZ|NZHN,-37.866661,175.332056,Pacific/Auckland,720,UTC+12:00
US,"Waco, Texas","Waco, Texas",ACT|CNW|KACT|KCNW,31.611289,-97.230519,America/Chicago,-300,UTC-05:00
AR,Concordia,Concordia,COC|SAAC,-31.296944,-57.996631,America/Argentina/Cordoba,-180,UTC-03:00
AO,Soyo,Soyo,FNSO|SZA,-6.141086,12.371764,Africa/Luanda,60,UTC+01:00
US,"Pembina, North Dakota","Pembina, North Dakota",KPMB|PMB,48.942501,-97.240833,America/Winnipeg,-300,UTC-05:00
SA,Turaif,Turaif,OETR|TUI,31.692683,38.7312,Asia/Riyadh,180,UTC+03:00
AU,Denham,Denham,DNM,-25.8939,113.577,Australia/Perth,480,UTC+08:00
JP,Sapporo,Sapporo,CTS|OKD|RJCC|RJCO,43.1161,141.38,Asia/Tokyo,540,UTC+09:00
TM,Asgabat,Asgabat,ASB|UTAA,37.986814,58.360967,Asia/Ashgabat,300,UTC+05:00
CA,Terrace,Terrace,CYXT|YXT,54.468508,-128.576219,America/Vancouver,-420,UTC-07:00
AU,Hamilton Island,Hamilton Island,HTI|YBHM,-20.3581,148.952,Australia/Lindeman,600,UTC+10:00
CA,Manitowaning,Manitowaning,CYEM|YEM,45.8425,-81.8575,America/Toronto,-240,UTC-04:00
US,"Lincoln, NE","Lincoln, NE",KLNK|LNK,40.850971,-96.75925,America/Chicago,-300,UTC-05:00
AU,Milingimbi,Milingimbi,MGT|YMGB,-12.0944,134.894,Australia/Darwin,570,UTC+09:30
CA,Sudbury,Sudbury,CYSB|YSB,46.625,-80.798889,America/Toronto,-240,UTC-04:00
GQ,Malabo,Malabo,FGSL|SSG,3.755267,8.708717,Africa/Malabo,60,UTC+01:00
NO,Orland,Orland,ENOL|OLA,63.698908,9.604003,Europe/Oslo,120,UTC+02:00
US,"Dolomi, Alaska","Dolomi, Alaska",DLO,0.0,0.0,America/Anchorage,-480,UTC-08:00
US,"Craig, Alaska","Craig, Alaska",CGA,55.478889,-133.147778,America/Anchorage,-480,UTC-08:00
AU,Port Augusta,Port Augusta,PUG|YPAG,-32.506944,137.716667,Australia/Adelaide,570,UTC+09:30
US,"East Tawas, Michigan","East Tawas, Michigan",ECA|K6D9,44.311,-83.422,America/Detroit,-240,UTC-04:00
GW,Bubaque,Bubaque,BQE,11.29736,-15.83808,Africa/Bissau,0,UTC+00:00
CL,Puerto Williams,Puerto Williams,WPU,-54.9311,-67.6263,America/Santiago,-240,UTC-04:00
MY,Tawau,Tawau,TWU|WBKW,4.313369,118.121953,Asia/Kuching,480,UTC+08:00
ES,Albacete,Albacete,EEM,0.0,0.0,Europe/Madrid,120,UTC+02:00
RE,St Pierre De La Reunion,St Pierre De La Reunion,FMEP|ZSE,-21.320039,55.423581,Indian/Reunion,240,UTC+04:00
BR,Santarem,Santarem,SBSN|STM,-2.422431,-54.792789,America/Santarem,-180,UTC-03:00
ID,Nunukan,Nunukan,NNX|WRLF,4.13653,117.667,Asia/Makassar,480,UTC+08:00
GT,Coban,Coban,CBV|MGCB,15.468958,-90.406742,America/Guatemala,-360,UTC-06:00
PH,Jolo,Jolo,JOL|RPMJ,6.05367,121.011,Asia/Manila,480,UTC+08:00
FR,Bordeaux,Bordeaux,BOD|LFBD|ZFQ,44.828335,-0.715556,Europe/Paris,120,UTC+02:00
US,"Chico, CA","Chico, CA",CIC|KCIC,39.795383,-121.858422,America/Los_Angeles,-420,UTC-07:00
BG,Plovdiv,Plovdiv,LBPD|PDV,42.067806,24.850833,Europe/Sofia,180,UTC+03:00
NZ,Masterton,Masterton,MRO|NZMS,-40.973333,175.633611,Pacific/Auckland,720,UTC+12:00
CD,Lubumbashi,Lubumbashi,FBM|FZQA,-11.591333,27.530889,Africa/Lubumbashi,120,UTC+02:00
MV,Male,Male,MLE|VRMM,4.191833,73.529128,Indian/Maldives,300,UTC+05:00
CM,Yaounde,Yaounde,FKKY|FKYS|NSI|YAO,3.836039,11.523461,Africa/Douala,60,UTC+01:00
US,"Lafayette, Louisiana","Lafayette, Louisiana",KLFT|LFT,30.205278,-91.987611,America/Chicago,-300,UTC-05:00
PH,Naga,Naga,RPUN|WNP,13.584886,123.270239,Asia/Manila,480,UTC+08:00
CA,Vermilion,Vermilion,CYVG|YVG,53.355833,-110.82389,America/Edmonton,-360,UTC-06:00
CA,Island Lk Garden,Island Lk Garden,CYIV|YIV,53.8572,-94.6536,America/Winnipeg,-300,UTC-05:00
US,"Jamestown, North Dakota","Jamestown, North Dakota",JMS|KJMS,46.9297,-98.6782,America/Chicago,-300,UTC-05:00
BR,Fernando De Noron,Fernando De Noron,FEN|SBFN,-3.854928,-32.423336,America/Noronha,-120,UTC-02:00
US,"Southern Pines, North Carolina","Southern Pines, North Carolina",KSOP|SOP,35.2376111,-79.3887958,America/Detroit,-240,UTC-04:00
US,"Toksook Bay, Alaska","Toksook Bay, Alaska",OOK|PAOO,60.541389,-165.087222,America/Nome,-480,UTC-08:00
CA,Bearskin Lake,Bearskin Lake,CNE3|XBE,53.9656,-91.0272,America/Winnipeg,-300,UTC-05:00
AR,Caleta Olivia,Caleta Olivia,CVI,-46.4333,-67.5333,America/Paramaribo,-180,UTC-03:00
US,"Clearlake, Texas","Clearlake, Texas",CLC,29.5569,-95.137497,America/Winnipeg,-300,UTC-05:00
EG,Sharm El Sheikh,Sharm El Sheikh,HESH|SSH,27.977222,34.394722,Africa/Cairo,180,UTC+03:00
ZA,Bloemfontein,Bloemfontein,BFN|FABL,-29.092722,26.302444,Africa/Johannesburg,120,UTC+02:00
CA,Fort Resolution,Fort Resolution,CYFR|YFR,61.180832,-113.689722,America/Yellowknife,-360,UTC-06:00
CH,Interlaken,Interlaken,LSMI|ZIN,46.6766,7.87908,Europe/Monaco,120,UTC+02:00
CZ,Brno,Brno,BRQ|LKTB|ZDN,49.151269,16.694433,Europe/Prague,120,UTC+02:00
US,"Rockport, Texas","Rockport, Texas",KRKP|RKP,28.0862222,-97.0436944,America/Chicago,-300,UTC-05:00
US,"Mountain Home, Arkansas","Mountain Home, Arkansas",WMH,0.0,0.0,America/Chicago,-300,UTC-05:00
US,"Lakeside, Texas","Lakeside, Texas",LKS|LKSZ,50.1929,14.1532,America/Resolute,-300,UTC-05:00
US,"Valdez, Alaska","Valdez, Alaska",PAVD|VDZ,61.133949,-146.248342,America/Anchorage,-480,UTC-08:00
US,"Oakland, California","Oakland, California",KOAK|OAK,37.721278,-122.220722,America/Los_Angeles,-420,UTC-07:00
DZ,Oran,Oran,DAOL|DAOO|ORN|TAF,35.623858,-0.621183,Africa/Algiers,60,UTC+01:00
CA,Deline,Deline,CYWJ|YWJ,65.1833333,-125.4166667,America/Yellowknife,-360,UTC-06:00
MG,Antsirabe,Antsirabe,ATJ|FMME,-19.836944,47.065278,Indian/Antananarivo,180,UTC+03:00
US,"Mount Clemens, Michigan","Mount Clemens, Michigan",KMTC|MTC,42.608333,-82.8355,America/Detroit,-240,UTC-04:00
BR,Aracaju,Aracaju,AJU|SBAR,-10.984,-37.070333,America/Maceio,-180,UTC-03:00
CA,Wrigley,Wrigley,CYWY|YWY,63.209444,-123.436667,America/Yellowknife,-360,UTC-06:00
PH,Cagayan De Oro,Cagayan De Oro,CGY|RPML,8.415619,124.611219,Asia/Manila,480,UTC+08:00
FR,Dinard,Dinard,DNR|LFRD,48.587683,-2.079958,Europe/Paris,120,UTC+02:00
AU,Tangalooma,Tangalooma,KTAN|TAN,41.8744017,-71.0166453,Australia/Brisbane,600,UTC+10:00
DE,Heringsdorf,Heringsdorf,EDAH|HDF,53.878706,14.152347,Europe/Berlin,120,UTC+02:00
CN,Dalian,Dalian,DLC|ZYTL,38.965667,121.5386,Asia/Shanghai,480,UTC+08:00
AR,Mar Del Plata,Mar Del Plata,MDQ|SAZM,-37.934167,-57.573333,America/Argentina/Buenos_Aires,-180,UTC-03:00
FR,Epinal,Epinal,EPL|LFSG,48.324961,6.069983,Europe/Paris,120,UTC+02:00
GA,Makokou,Makokou,FOOK|MKU,0.579211,12.890908,Africa/Libreville,60,UTC+01:00
IN,Cooch Behar,Cooch Behar,COH|VECO,26.330508,89.467203,Asia/Kolkata,330,UTC+05:30
MW,Karonga,Karonga,FWKA|KGJ,-9.953569,33.893022,Africa/Blantyre,120,UTC+02:00
AU,Temora,Temora,TEM|YTEM,-34.4248,147.5104,Australia/Sydney,600,UTC+10:00
US,"Ketchikan, Alaska","Ketchikan, Alaska",KTN|PAKT|WFB,55.355556,-131.71375,America/Sitka,-480,UTC-08:00
GA,Gamba,Gamba,GAX,-2.71016,9.96062,Africa/Niamey,60,UTC+01:00
ET,Dessie,Dessie,DSE|HADC,11.0825,39.7114,Africa/Addis_Ababa,180,UTC+03:00
RU,Dikson,Dikson,DKS|UODD,73.517807,80.379669,Asia/Krasnoyarsk,420,UTC+07:00
AU,Sydney,Sydney,BWU|RSE|SWZ|SYD|YSBK|YSSY,-33.946111,151.177222,Australia/Sydney,600,UTC+10:00
GR,Thessaloniki,Thessaloniki,LGTS|SKG,40.519725,22.97095,Europe/Athens,180,UTC+03:00
US,"Waikoloa, Hawaii","Waikoloa, Hawaii",HI07|WKL,19.9136,-155.864,Pacific/Honolulu,-600,UTC-10:00
US,"Fort Richardson, Alaska","Fort Richardson, Alaska",FRN|PAFR,61.266381,-149.653119,America/Anchorage,-480,UTC-08:00
TR,Zonguldak,Zonguldak,LTAS|ONQ,41.506111,32.088611,Europe/Istanbul,180,UTC+03:00
US,"Morgantown, West Virginia","Morgantown, West Virginia",KMGW|MGW,39.642908,-79.916314,America/New_York,-240,UTC-04:00
ES,Valverde,Valverde,GCHI|VDE,27.814847,-17.887056,Atlantic/Canary,60,UTC+01:00
CA,Saint Jean,Saint Jean,CYJN|YJN,45.294445,-73.281111,America/Montreal,-240,UTC-04:00
AU,Injune,Injune,INJ|KINJ,32.083486,-97.097228,Australia/Brisbane,600,UTC+10:00
DE,Norderney,Norderney,EDWY|NRD,53.706822,7.230247,Europe/Berlin,120,UTC+02:00
US,"Fallon, Nevada","Fallon, Nevada",KNFL|NFL,39.416584,-118.70098,America/Los_Angeles,-420,UTC-07:00
SD,Wadi Halfa,Wadi Halfa,HSSW|WHF,21.800278,31.516389,Africa/Khartoum,120,UTC+02:00
US,"Stowe, Vermont","Stowe, Vermont",KMVL|MVL,44.535,-72.614,America/New_York,-240,UTC-04:00
GR,Pyrgos,Pyrgos,LGAD|PYR,37.920708,21.292583,Europe/Athens,180,UTC+03:00
PL,Lodz,Lodz,EPLL|LCJ,51.721881,19.398133,Europe/Warsaw,120,UTC+02:00
US,"Yankton, South Dakota","Yankton, South Dakota",KYKN|YKN,42.8711,-97.3969,America/Merida,-360,UTC-06:00
CN,Hami,Hami,HMI|ZWHM,42.8414,93.6692,Asia/Urumqi,360,UTC+06:00
US,"Salisbury, Maryland","Salisbury, Maryland",KSBY|SBY,38.340525,-75.510289,America/New_York,-240,UTC-04:00
US,"Truckee, CA","Truckee, CA",KTRK|TKF,39.3200422,-120.1395628,America/Vancouver,-420,UTC-07:00
MX,Tamuin,Tamuin,MMTN|TSL,22.038292,-98.806503,America/Mexico_City,-360,UTC-06:00
ML,Nioro,Nioro,NIX,15.23333,-9.35,Africa/Bamako,0,UTC+00:00
US,"Niagara Falls, New York","Niagara Falls, New York",EAG|IAG|KIAG,43.107333,-78.946194,America/New_York,-240,UTC-04:00
IN,Kulu,Kulu,KUU|VIBR,31.876706,77.154367,Asia/Kolkata,330,UTC+05:30
IS,Bildudalur,Bildudalur,BIBD|BIU,65.641389,-23.546111,Atlantic/Reykjavik,0,UTC+00:00
PH,Tuguegarao,Tuguegarao,RPUT|TUG,17.638311,121.730614,Asia/Manila,480,UTC+08:00
US,"Dover Cheswold, Delaware","Dover Cheswold, Delaware",DOV|KDOV,39.129539,-75.465958,America/New_York,-240,UTC-04:00
BR,Sao Felix Do Arag,Sao Felix Do Arag,SWFX|SXO,-11.6325,-50.689444,America/Cuiaba,-240,UTC-04:00
VN,Dalat,Dalat,DLI|VVDL,11.75,108.367,Asia/Ho_Chi_Minh,420,UTC+07:00
CA,Marys Harbour,Marys Harbour,CYMH|YMH,52.3028,-55.8472,America/St_Johns,-150,UTC-02:30
CA,Tulita Fort Norman,Tulita Fort Norman,CZFN|ZFN,64.0833333,-125.5833333,America/Yellowknife,-360,UTC-06:00
CG,Pointe Noire,Pointe Noire,FCPP|PNR,-4.816028,11.886597,Africa/Brazzaville,60,UTC+01:00
US,"Lumberton, North Carolina","Lumberton, North Carolina",KLBT|LBT,34.6098056,-79.0595556,America/Montreal,-240,UTC-04:00
US,"Fort Myers, Florida","Fort Myers, Florida",FMY|KFMY|KRSW|RSW,26.586611,-81.86325,America/New_York,-240,UTC-04:00
CA,Earlton,Earlton,CYXR|YXR,47.695,-79.848889,America/Toronto,-240,UTC-04:00
IT,Albenga,Albenga,ALL|LIMG,44.050608,8.127428,Europe/Rome,120,UTC+02:00
BR,Barra Do Garcas,Barra Do Garcas,BPG,-15.86134,-52.38889,America/Cuiaba,-240,UTC-04:00
KR,Gangneung,Gangneung,KAG|RKNN,37.753561,128.943625,Asia/Seoul,540,UTC+09:00
AU,Brisbane,Brisbane,BNE|YBBN,-27.384167,153.1175,Australia/Brisbane,600,UTC+10:00
AO,Uige,Uige,FNUG|UGO,-7.603067,15.027822,Africa/Luanda,60,UTC+01:00
AU,Adelaide,Adelaide,ADL|YPAD,-34.945,138.530556,Australia/Adelaide,570,UTC+09:30
CN,Karamay,Karamay,KRY|ZWKM,45.617,84.883,Asia/Urumqi,360,UTC+06:00
RU,Stariy Oskol,Stariy Oskol,UUOS,51.3238572,37.766584,Europe/Moscow,180,UTC+03:00
CN,Hengyang,Hengyang,HNY,26.9053,112.628,Asia/Shanghai,480,UTC+08:00
PL,Wroclaw,Wroclaw,EPWR|WRO,51.102683,16.885836,Europe/Warsaw,120,UTC+02:00
DE,Goeppingen,Goeppingen,ZES,51.451389,7.013889,Europe/Monaco,120,UTC+02:00
ID,Gunungsitoli,Gunungsitoli,GNS|WIMB,1.166381,97.704681,Asia/Jakarta,420,UTC+07:00
US,"Grayling, Alaska","Grayling, Alaska",KGX,62.894444,-160.065,America/Anchorage,-480,UTC-08:00
CA,Port Hardy,Port Hardy,CYZT|YZT,50.680556,-127.366667,America/Vancouver,-420,UTC-07:00
RU,Balakovo,Balakovo,BWO|UWSB,51.8583,47.7456,Europe/Volgograd,180,UTC+03:00
CA,Lethbridge,Lethbridge,CYQL|YQL,49.630278,-112.799722,America/Edmonton,-360,UTC-06:00
FR,Courchevel,Courchevel,CVF|LFLJ,45.3967,6.63472,Europe/Paris,120,UTC+02:00
AU,Kempsey,Kempsey,KPS,-31.0744,152.77,Australia/Sydney,600,UTC+10:00
AU,Bathurst Island,Bathurst Island,BRT|YBTI,-11.769167,130.619722,Australia/Darwin,570,UTC+09:30
SO,Hargeisa,Hargeisa,HCMH|HGA,9.518167,44.088758,Africa/Mogadishu,180,UTC+03:00
CA,Pelly Bay,Pelly Bay,CYBB|YBB|YUF,68.534444,-89.808056,America/Cambridge_Bay,-360,UTC-06:00
AU,Murray Island,Murray Island,MYI|YMUI,-9.91667,144.055,Australia/Brisbane,600,UTC+10:00
AZ,Lankaran,Lankaran,LLK|UBBL,38.746389,48.817778,Asia/Baku,240,UTC+04:00
US,"Bedford/Hanscom, Massachusetts","Bedford/Hanscom, Massachusetts",BED|KBED,42.469953,-71.289031,America/New_York,-240,UTC-04:00
US,"Kongiganak, Alaska","Kongiganak, Alaska",KKH|PADY,59.960833,-162.881111,America/Nome,-480,UTC-08:00
MR,Tidjikja,Tidjikja,GQND|TIY,18.570103,-11.423547,Africa/Nouakchott,0,UTC+00:00
US,"Muncie, Indiana","Muncie, Indiana",MIE,40.2424722,-85.39575,America/Indiana/Indianapolis,-240,UTC-04:00
DE,Nurnberg,Nurnberg,EDDN|NUE|ZAQ,49.4987,11.066897,Europe/Berlin,120,UTC+02:00
CN,Fuyang,Fuyang,FUG|ZSFY,32.9,115.816667,Asia/Shanghai,480,UTC+08:00
AO,N Zeto,N Zeto,ARZ,-7.25944,12.8631,Africa/Luanda,60,UTC+01:00
JP,Beppu,Beppu,BPU,33.3,131.5333,Asia/Tokyo,540,UTC+09:00
BO,Santa Ana,Santa Ana,SBL,-13.76221,-65.43516,America/La_Paz,-240,UTC-04:00
MY,Pamol,Pamol,PAY,5.9993,117.39992,Asia/Kuching,480,UTC+08:00
DZ,Bechar,Bechar,CBH|DAOR,31.6457,-2.26986,Africa/Algiers,60,UTC+01:00
NP,Dhangarhi,Dhangarhi,DHI|VNDH,28.753333,80.581944,Asia/Kathmandu,345,UTC+05:45
FR,Toulon,Toulon,LFTH|TLN,43.0973,6.14603,Europe/Paris,120,UTC+02:00
US,"Anvik, Alaska","Anvik, Alaska",ANV|PANV,62.6467,-160.191,America/Anchorage,-480,UTC-08:00
NG,Ibadan,Ibadan,DNIB|IBA,7.362458,3.978333,Africa/Lagos,60,UTC+01:00
FI,Mariehamn,Mariehamn,EFMA|MHQ,60.122203,19.898156,Europe/Mariehamn,180,UTC+03:00
CM,Mamfe,Mamfe,MMF,5.71667,9.28333,Africa/Douala,60,UTC+01:00
BR,Ipiranga,Ipiranga,IPG,-2.93907,-69.694,America/Manaus,-240,UTC-04:00
AU,King Island,King Island,KNS|YKII,-39.8775,143.878,Australia/Currie,600,UTC+10:00
US,"Yakutat, Alaska","Yakutat, Alaska",PAYA|YAK,59.3012,-139.3937,America/Yakutat,-480,UTC-08:00
US,"San Jose, CA","San Jose, CA",KSJC|RHV|SJC,37.3626,-121.929022,America/Los_Angeles,-420,UTC-07:00
US,"Brownsville, Texas","Brownsville, Texas",BRO|KBRO,25.906833,-97.425861,America/Chicago,-300,UTC-05:00
GR,Heraklion,Heraklion,HER|LGIR,35.339719,25.180297,Europe/Athens,180,UTC+03:00
MY,Limbang,Limbang,LMN|WBGJ,4.808303,115.010439,Asia/Kuching,480,UTC+08:00
BO,Yacuiba,Yacuiba,BYC|SLYA,-21.960925,-63.651669,America/La_Paz,-240,UTC-04:00
PG,Anguganak,Anguganak,AKG,-3.5928,142.25452,Asia/Vladivostok,600,UTC+10:00
PK,Pasni,Pasni,OPPI|PSI,25.290487,63.345083,Asia/Karachi,300,UTC+05:00
PF,Rangiroa,Rangiroa,NTTG|RGI,-14.954283,-147.6608,Pacific/Tahiti,-600,UTC-10:00
BR,Sao Gabriel,Sao Gabriel,SJL,-0.148056,-66.9858,America/Manaus,-240,UTC-04:00
US,"State College, PA","State College, PA",KUNV|SCE,40.849278,-77.848694,America/New_York,-240,UTC-04:00
AR,Paso De Los Libres,Paso De Los Libres,AOL|SARL,-29.689425,-57.152078,America/Argentina/Cordoba,-180,UTC-03:00
FR,Chateauroux,Chateauroux,CHR|LFLX,46.862194,1.730667,Europe/Paris,120,UTC+02:00
BS,Chub Cay,Chub Cay,CCZ|MYBC,25.417108,-77.88085,America/Nassau,-240,UTC-04:00
CA,La Ronge,La Ronge,CYVC|YVC,55.15139,-105.261944,America/Regina,-360,UTC-06:00
MZ,Quelimane,Quelimane,FQQL|UEL,-17.8555,36.869106,Africa/Maputo,120,UTC+02:00
FJ,Malololailai,Malololailai,NFFO|PTF,-17.7779,177.197,Pacific/Fiji,720,UTC+12:00
CO,Apartado,Apartado,APO,7.033,-77.2,America/Bogota,-300,UTC-05:00
GB,Brize Norton,Brize Norton,BZZ|EGVN,51.749964,-1.583617,Europe/London,60,UTC+01:00
MX,Ciudad Victoria,Ciudad Victoria,CVM|MMCV,23.703336,-98.956486,America/Monterrey,-360,UTC-06:00
GB,Fairford,Fairford,EGVA|FFD,51.682167,-1.790028,Europe/London,60,UTC+01:00
VE,Puerto Cabello,Puerto Cabello,PBL|SVPC,10.4805,-68.073025,America/Caracas,-240,UTC-04:00
JP,Aguni,Aguni,AGJ|RORA,26.592778,127.240278,Asia/Tokyo,540,UTC+09:00
ID,Sarmi,Sarmi,ZRM,0.0,0.0,Asia/Jayapura,540,UTC+09:00
US,"Grand Island, Nebraska","Grand Island, Nebraska",GRI|KGRI,40.9675,-98.3096,America/Chicago,-300,UTC-05:00
US,"Klawock, Alaska","Klawock, Alaska",AQC|KLW|PAKW|PAQC,55.579167,-133.076111,America/Sitka,-480,UTC-08:00
GY,Lethem,Lethem,LTM|SYLT,3.372761,-59.789439,America/Guyana,-240,UTC-04:00
MZ,Nampula,Nampula,APL|FQNP,-15.105611,39.2818,Africa/Maputo,120,UTC+02:00
HN,Tegucigalpa,Tegucigalpa,MHTG|TGU|XPL,14.060883,-87.217197,America/Tegucigalpa,-360,UTC-06:00
AR,Las Heras,Las Heras,LHS|SAVH,-46.533056,-68.951111,America/Argentina/Rio_Gallegos,-180,UTC-03:00
ID,Namlea,Namlea,NAM,-3.25,127.08333,Asia/Jayapura,540,UTC+09:00
DE,Rosenheim,Rosenheim,ZPR,0.0,0.0,Europe/Berlin,120,UTC+02:00
FR,Auxerre,Auxerre,AUF|LFLA,47.850193,3.497111,Europe/Paris,120,UTC+02:00
AF,Maimana,Maimana,MMZ|OAMN,35.930789,64.760917,Asia/Kabul,270,UTC+04:30
DZ,In Amenas,In Amenas,DAUZ|IAM,28.05155,9.642911,Africa/Algiers,60,UTC+01:00
MG,Analalava,Analalava,FMNL|HVA,-14.629694,47.763783,Indian/Antananarivo,180,UTC+03:00
CN,Yancheng,Yancheng,YNZ|ZSYN,33.3856,120.125,Asia/Shanghai,480,UTC+08:00
CD,Kalemie,Kalemie,FMI|FZRF,-5.875556,29.25,Africa/Lubumbashi,120,UTC+02:00
JP,Toyooka,Toyooka,RJBT|TJH,35.512778,134.786944,Asia/Tokyo,540,UTC+09:00
LA,Xieng Khouang,Xieng Khouang,VLXK|XKH,19.449997,103.158333,Asia/Vientiane,420,UTC+07:00
BQ,Bonaire,Bonaire,BON|TNCB,12.131044,-68.268511,America/Kralendijk,-240,UTC-04:00
SA,Taif,Taif,OETF|TIF,21.483418,40.544334,Asia/Riyadh,180,UTC+03:00
MH,Jaluit Island,Jaluit Island,N55|UIT,5.90924,169.637,Pacific/Wallis,720,UTC+12:00
KH,Battambang,Battambang,BBM|VDBG,13.0956,103.224,Asia/Phnom_Penh,420,UTC+07:00
AR,Tucuman,Tucuman,SANT|TUC,-26.840861,-65.104944,America/Argentina/Tucuman,-180,UTC-03:00
